Sample A,Sample B,U Statistic,p-value,Significant?
Phosphine_1,SO2_2,6317.0,0.29144897795934843,❌
NO2_1,HF_6,6317.0,0.29144926523872894,❌
Ammonia_1,HCl_5,5347.0,0.29144926523872894,❌
MA_1,HCN_2,5347.5,0.29194577173954306,❌
Arsine_6,HCl_5,5347.5,0.29194591539665904,❌
Phosphine_6,MH-4,6316.5,0.2919467773376577,❌
HCl_6,F2_5,5347.5,0.2919473519633743,❌
HCHO_1,NO2_2,5347.5,0.2919473519633743,❌
Phosgene_2,Phosgene_4,5348.0,0.29244514858268766,❌
MA_5,HF_4,6316.0,0.2924457232743982,❌
Phosgene_2,HNO3_7,6316.0,0.2924457232743982,❌
Control_5_2min,HCl_6,6316.0,0.2924458669471236,❌
Arsine_7,NO2_1,6316.0,0.29244615429233145,❌
Phosgene_4,Phosgene_7,6315.5,0.292944235451282,❌
MA_6,Ammonia_2,6315.5,0.29294567233908786,❌
MA_2,TA_3,5349.0,0.29344547510183416,❌
Arsine_1,Diborane_4,5349.5,0.29394412534948955,❌
Control_1_2min,MA_4,6314.0,0.2944462221225721,❌
TA_1,MH-1,6314.0,0.29444679706115273,❌
TA_3,Ammonia_3,6314.0,0.29444679706115273,❌
HNO3_2,Hydrazine_2,6314.0,0.29444679706115273,❌
Phosgene_6,Ammonia_7,6314.0,0.29444708452995483,❌
Arsine_1,Arsine_4,5350.5,0.29494342886007974,❌
MA_1,Hydrazine_6,6313.5,0.29494802888154226,❌
MA_4,HCN_5,5350.5,0.29494802888154226,❌
NO2_6,MH-3,6313.5,0.29494817263086914,❌
DM_3,Hydrazine_7,6313.5,0.2949486038783614,❌
Control_3_2min,Control_5_2min,5351.0,0.29544897036461903,❌
TA_2,Ammonia_6,6313.0,0.29545012047735764,❌
HCl_1,Hydrazine_6,6313.0,0.2954508392951689,❌
NO2_5,HNO3_7,6313.0,0.2954509830584865,❌
MA_4,Ammonia_5,6313.0,0.2954511268217227,❌
TA_6,HCl_2,5351.0,0.2954511268217227,❌
HCHO_4,Hydrazine_1,6312.5,0.29594818350475616,❌
Control_5_2min,Control_6_2min,6312.5,0.29595177799056516,❌
Cl2_5,HF_2,6312.5,0.29595393465755504,❌
H2S_4,F2_1,5352.0,0.2964547266908799,❌
Diborane_5,Hydrazine_1,6312.0,0.29645558944335904,❌
HCHO_6,HF_6,6312.0,0.2964563084015098,❌
HCHO_6,Ammonia_4,6312.0,0.2964565959841976,❌
MA_6,MH-1,6312.0,0.2964570273576166,❌
TA_1,HCN_2,5352.5,0.29696026109056406,❌
Ammonia_1,HNO3_2,5352.5,0.2969608363089794,❌
TA_5,HCN_5,5352.5,0.29696098011337857,❌
Cl2_5,SO2_3,6311.5,0.29696098011337857,❌
HCl_1,Cl2_2,5352.5,0.2969611239176959,❌
SO2_7,HF_5,6311.5,0.2969611239176959,❌
HF_1,Hydrazine_2,6311.5,0.2969612677219313,❌
Phosgene_5,DM_5,6311.5,0.2969612677219313,❌
TA_4,Hydrazine_4,6311.5,0.2969612677219313,❌
Control_4_2min,TA_5,6311.0,0.29746320433495343,❌
HCHO_4,NO2_1,5353.0,0.29746449869979863,❌
Phosphine_5,HCl_3,6311.0,0.297464642517705,❌
DM_5,MA_7,5353.0,0.29746550542342154,❌
SO2_7,HCN_6,6311.0,0.297465649240754,❌
DM_2,NO2_6,5353.5,0.29797074716958716,❌
HCl_1,Cl2_5,5353.5,0.29797074716958716,❌
HCl_4,HNO3_5,6310.5,0.29797074716958716,❌
F2_4,NO2_7,6310.5,0.29797089099952667,❌
HCHO_2,NO2_3,6253.0,0.29815813071637576,❌
Arsine_2,Cl2_4,5354.0,0.29847426011033307,❌
Control_3_2min,HCN_6,5354.0,0.29847512317030467,❌
Control_4_2min,HCl_1,6310.0,0.2984754108563046,❌
HCHO_3,HCl_3,6310.0,0.29847656159701685,❌
Ammonia_7,HF_3,5354.0,0.29847656159701685,❌
Diborane_4,H2S_2,6309.5,0.29898179791761237,❌
TA_3,MH-3,6309.5,0.2989819417724425,❌
TA_3,HNO3_7,6309.5,0.29898237333643873,❌
Control_4_2min,HNO3_4,5355.0,0.2994878945575151,❌
HCN_4,HF_6,6309.0,0.29948818229133245,❌
Phosgene_3,TA_4,6309.0,0.2994891893570977,❌
HCHO_7,HCl_4,5355.0,0.29948933322330606,❌
Arsine_5,HF_4,5355.0,0.29948947708943197,❌
DM_7,F2_3,5355.0,0.29948976482143685,❌
Phosphine_1,HCl_6,6309.0,0.29948976482143685,❌
Arsine_2,HCN_6,6308.5,0.29999197405209255,❌
MA_1,HNO3_4,5355.5,0.29999686593354946,❌
Control_6_2min,Control_7_2min,6308.0,0.30050338873373694,❌
Arsine_3,NO2_7,5356.0,0.30050338873373694,❌
Control_1_2min,Diborane_4,6308.0,0.30050338873373694,❌
TA_4,HCl_2,5356.0,0.3005051153998818,❌
Phosgene_5,TA_5,5356.0,0.3005051153998818,❌
HCHO_6,MH-2,6307.5,0.3010119232053273,❌
H2S_4,H2S_5,6307.5,0.30101221100528996,❌
Arsine_7,F2_7,5356.5,0.30101235490514733,❌
Phosgene_4,MA_7,5356.5,0.30101264270461403,❌
TA_4,HCN_4,5356.5,0.30101264270461403,❌
TA_3,Hydrazine_1,6307.5,0.3010129305037499,❌
Cl2_6,F2_4,6307.5,0.301013218302555,❌
DM_1,HF_7,5357.0,0.30152203798342614,❌
H2S_7,TA_5,5357.0,0.3015221818932631,❌
Diborane_2,NO2_5,6307.0,0.3015221818932631,❌
HCl_1,MH-6,6307.0,0.3015223258030174,❌
DM_5,MH-7,6307.0,0.3015223258030174,❌
Phosphine_6,HNO3_5,5357.0,0.3015224697126888,❌
HCl_1,F2_4,5357.0,0.3015226136222776,❌
Control_4_2min,NO2_7,6306.5,0.30203114275707776,❌
H2S_5,SO2_6,5357.5,0.3020315745175255,❌
Phosgene_3,HF_1,6306.5,0.30203171843750887,❌
MA_2,HNO3_6,6306.5,0.30203200627722704,❌
Phosphine_6,NO2_7,5357.5,0.3020321501969617,❌
Arsine_6,Hydrazine_7,6306.0,0.302537078249127,❌
Phosphine_5,F2_7,5358.0,0.3025405326051612,❌
Arsine_3,TA_3,5358.0,0.3025409643963042,❌
Phosphine_3,HF_3,6306.0,0.3025413961867002,❌
H2S_6,TA_1,6306.0,0.3025413961867002,❌
Phosgene_4,Phosgene_5,6306.0,0.3025413961867002,❌
DM_6,HNO3_1,5358.0,0.302541540116666,❌
DM_3,HNO3_3,5358.0,0.30254269155340585,❌
Arsine_1,F2_1,5358.5,0.3030516469125635,❌
NO2_6,HCN_6,5358.5,0.303052654488731,❌
DM_5,Hydrazine_7,6305.5,0.303052654488731,❌
F2_6,SO2_2,6305.5,0.30305294236688807,❌
Phosphine_6,TA_3,5358.5,0.30305323024471276,❌
DM_6,Hydrazine_4,6305.5,0.3030533741835004,❌
Arsine_4,HCN_3,6305.0,0.3035614630104203,❌
Arsine_1,TA_6,6305.0,0.30356247065650277,❌
Control_4_2min,SO2_5,5359.0,0.30356290250357565,❌
HF_7,HNO3_7,6305.0,0.30356319040120827,❌
MA_3,SO2_5,5359.0,0.303564198040302,❌
Diborane_5,NO2_1,5359.0,0.3035646298843798,❌
DM_3,MA_7,5359.0,0.30356477383223934,❌
TA_4,NO2_1,5359.0,0.3035649177800157,❌
Ammonia_7,Hydrazine_2,6305.0,0.3035649177800157,❌
NO2_6,SO2_5,5359.5,0.30407545099403976,❌
TA_5,HNO3_2,6304.5,0.3040761707795395,❌
Phosgene_2,HCl_4,5359.5,0.30407645869315636,❌
H2S_1,MA_1,6304.5,0.30407645869315636,❌
MA_2,HF_3,5359.5,0.3040766026498398,❌
Cl2_3,NO2_1,6304.5,0.3040767466064399,❌
Control_4_2min,HCl_5,6304.0,0.3045882847840873,❌
Phosgene_3,Ammonia_4,6304.0,0.3045885727150228,❌
Diborane_2,F2_5,5360.0,0.3045885727150228,❌
DM_7,F2_2,5360.0,0.30458914857589314,❌
DM_3,Hydrazine_5,6304.0,0.3045894365058279,❌
Phosphine_3,HNO3_1,6303.5,0.30509866834173294,❌
Phosphine_2,H2S_2,6303.5,0.30510054001247544,❌
MA_1,HCN_3,5360.5,0.3051008279605679,❌
MA_3,HNO3_7,6303.5,0.30510183577626115,❌
DM_7,SO2_2,5360.5,0.3051022676960199,❌
MH-6,HNO3_7,5361.0,0.30561495217422485,❌
Phosphine_3,F2_5,6303.0,0.3056156720804667,❌
DM_4,DM_7,5361.0,0.3056158160614644,❌
MA_2,HF_2,5361.0,0.30561596004237823,❌
HCHO_5,F2_3,5361.0,0.3056161040232086,❌
NO2_6,SO2_2,5361.5,0.30612979368057436,❌
Phosphine_4,Cl2_1,5361.5,0.3061300816574768,❌
DM_1,MA_1,5361.5,0.3061300816574768,❌
HCl_5,Cl2_3,5361.5,0.3061303696340443,❌
MA_1,MH-5,6302.0,0.3066446325493378,❌
Control_7_2min,NO2_3,5362.0,0.3066447765449095,❌
HF_7,Hydrazine_4,6302.0,0.3066447765449095,❌
HCl_4,HF_6,6302.0,0.30664520853112154,❌
MH-1,HF_7,5362.5,0.30715990073145893,❌
HCHO_2,SO2_7,6244.0,0.30741582914969323,❌
Ammonia_2,MH-2,5363.0,0.30767574224328675,❌
Phosphine_6,DM_3,6301.0,0.30767603026099366,❌
Control_7_2min,HF_4,6301.0,0.30767617426972116,❌
Control_6_2min,HCN_6,5363.5,0.3081905729401806,❌
Diborane_4,Ammonia_6,6300.5,0.3081928771857898,❌
MA_7,TA_6,6300.5,0.3081928771857898,❌
Diborane_6,HCl_6,6300.5,0.3081928771857898,❌
Ammonia_3,NO2_6,5364.0,0.30870972144386966,❌
Phosphine_1,HCl_5,6300.0,0.30871015350525366,❌
MA_6,Hydrazine_4,6300.0,0.30871044154575555,❌
MH-5,HF_4,5364.5,0.3092269950683032,❌
Phosgene_3,MA_7,5364.5,0.3092272831206285,❌
HF_3,HNO3_2,6299.5,0.3092275711726168,❌
Arsine_7,Cl2_3,5364.5,0.3092277151984846,❌
Arsine_6,HCl_1,5365.0,0.3097446980666547,❌
Phosphine_3,SO2_7,6299.0,0.3097455622550699,❌
F2_5,NO2_7,6299.0,0.3097459943481381,❌
HCHO_3,NO2_2,6299.0,0.3097459943481381,❌
Phosphine_1,HCl_1,6299.0,0.30974628240976154,❌
MA_5,Cl2_6,5365.0,0.3097464264404467,❌
DM_5,NO2_2,5365.0,0.3097464264404467,❌
Ammonia_1,HCl_1,5365.5,0.310264846954026,❌
DM_3,NO2_2,5365.5,0.31026513502511854,❌
Phosphine_5,Cl2_3,5366.0,0.31078312071205993,❌
MH-1,SO2_1,5366.0,0.31078312071205993,❌
Phosgene_6,HCN_4,5366.0,0.31078355283379644,❌
SO2_4,SO2_5,5366.0,0.3107839849547718,❌
Phosphine_6,HF_3,5366.0,0.3107841289949277,❌
Phosphine_6,Phosgene_6,5366.0,0.3107845611148876,❌
MA_5,HNO3_1,6297.5,0.31130297620832437,❌
Phosphine_6,MA_4,5366.5,0.3113039845202179,❌
HCHO_5,TA_6,6297.5,0.3113042726085681,❌
HCHO_5,Diborane_4,5367.0,0.3118242694989669,❌
F2_2,HCN_3,6297.0,0.31182441354707835,❌
Ammonia_2,HF_7,5367.0,0.311824701643047,❌
HCHO_6,HCl_4,5367.0,0.311824701643047,❌
Ammonia_1,Ammonia_7,5367.0,0.3118251337863641,❌
MA_5,NO2_6,6297.0,0.3118251337863641,❌
DM_7,Ammonia_5,6297.0,0.31182527783396663,❌
HCHO_4,DM_5,6296.5,0.31234411962404385,❌
TA_5,SO2_2,5367.5,0.31234584824559086,❌
Phosgene_6,HCl_4,5367.5,0.312346280399068,❌
F2_5,F2_7,5368.0,0.3128664159481508,❌
MH-5,Hydrazine_7,6296.0,0.31286713622216367,❌
NO2_5,HCN_5,5368.0,0.31286771243984446,❌
MH-4,HNO3_6,6296.0,0.312867856494052,❌
HCl_5,Hydrazine_4,6296.0,0.31286814460221246,❌
Arsine_6,DM_2,5368.5,0.3133872690344631,❌
Diborane_4,MA_6,6295.5,0.3133901501889894,❌
TA_6,SO2_6,5369.0,0.31391272932493197,❌
Control_7_2min,F2_3,5369.0,0.31391272932493197,❌
TA_5,HCl_4,5369.0,0.3139130174435968,❌
NO2_1,HF_1,6295.0,0.3139133055619212,❌
Phosphine_5,NO2_1,6294.5,0.31443530577434975,❌
HCHO_6,H2S_3,6294.0,0.31495932016172734,❌
MA_1,Hydrazine_3,6294.0,0.3149598964156679,❌
MA_1,NO2_1,5370.0,0.31496032860522705,❌
DM_5,Hydrazine_5,6294.0,0.3149604726682427,❌
Phosphine_1,NO2_4,5370.0,0.3149607607940179,❌
TA_2,HF_6,6293.5,0.3154840522007373,❌
MA_2,Hydrazine_7,6293.5,0.3154844843951261,❌
MA_1,HCl_2,5370.5,0.3154850606531149,❌
HCl_6,F2_2,5370.5,0.3154852047173984,❌
TA_1,HCN_3,5371.0,0.3160090697018689,❌
DM_4,TA_1,5371.0,0.3160099340964714,❌
Diborane_6,Cl2_3,5371.0,0.3160102222273212,❌
DM_5,HNO3_3,5371.0,0.3160102222273212,❌
HCl_5,Cl2_7,5371.0,0.3160105103578288,❌
Ammonia_6,HNO3_1,5371.5,0.31653293198976373,❌
Arsine_6,DM_3,5371.5,0.3165342285965874,❌
Control_4_2min,HF_7,6292.5,0.31653480486406027,❌
TA_2,NO2_4,5371.5,0.31653523706376563,❌
H2S_1,F2_3,5371.5,0.3165356692627004,❌
H2S_7,Ammonia_7,6292.5,0.3165361014608643,❌
Cl2_3,NO2_3,6292.5,0.3165361014608643,❌
SO2_1,Hydrazine_1,6292.0,0.3170609695579524,❌
HF_6,Hydrazine_7,6292.0,0.3170609695579524,❌
TA_2,HF_1,6292.0,0.3170619780256565,❌
Phosphine_7,MA_2,6292.0,0.31706212209212825,❌
HCl_6,F2_3,5372.0,0.3170625542910298,❌
H2S_5,H2S_6,5372.5,0.31758713158241847,❌
Ammonia_3,SO2_1,5372.5,0.31758785191902106,❌
Arsine_2,HCl_3,6291.0,0.3181144434784128,❌
MA_4,HCN_6,5373.0,0.31811516381369254,❌
MH-2,MH-4,6291.0,0.31811588414682457,❌
DM_2,HNO3_5,5373.0,0.3181163163456726,❌
DM_5,TA_5,5373.0,0.3181163163456726,❌
HCl_3,Cl2_6,5373.0,0.3181168926096005,❌
Ammonia_6,MH-3,6290.5,0.3186431933748598,❌
H2S_6,SO2_4,5373.5,0.31864391370452716,❌
Phosphine_3,NO2_3,6290.5,0.31864405777020255,❌
Control_6_2min,H2S_1,6290.0,0.3191716524674594,❌
Control_4_2min,HCl_3,6290.0,0.3191723727923802,❌
DM_2,Ammonia_6,5374.0,0.319172660921746,❌
HCHO_3,HF_5,6290.0,0.319172660921746,❌
HCHO_6,TA_4,6290.0,0.319172660921746,❌
TA_7,HF_3,5374.0,0.31917309311514874,❌
HCHO_1,HF_3,5374.0,0.3191732371794441,❌
HCHO_4,HF_3,5374.5,0.3196998207701973,❌
Phosphine_3,HNO3_4,6289.5,0.3197014054736572,❌
HCHO_1,HNO3_5,5374.5,0.31970226985296657,❌
Diborane_4,H2S_4,6289.0,0.3202310117438987,❌
Control_5_2min,F2_5,5375.0,0.32023144392903546,❌
Diborane_1,MA_1,5375.0,0.32023144392903546,❌
DM_4,MH-2,5375.0,0.32023158799057505,❌
DM_7,HCN_5,5375.0,0.32023187611339565,❌
HCl_1,SO2_7,5375.0,0.3202321642358711,❌
HCl_6,SO2_7,5375.0,0.32023230829697924,❌
NO2_4,NO2_7,6289.0,0.32023245235800124,❌
Ammonia_1,HNO3_7,5375.5,0.320761191597281,❌
HCN_3,HNO3_4,5375.5,0.32076133565710097,❌
Ammonia_7,NO2_6,5375.5,0.32076248813255137,❌
HCHO_4,HCl_7,6288.0,0.3212922331415228,❌
Ammonia_3,HF_2,5376.0,0.32129295342728215,❌
HCl_5,SO2_7,5376.0,0.3212932415409805,❌
DM_3,TA_5,5376.0,0.32129338559770004,❌
Ammonia_7,HNO3_5,5376.0,0.321293529654333,❌
Arsine_6,DM_5,5376.5,0.3218219755259619,❌
HCl_5,Cl2_2,5376.5,0.32182500067560227,❌
Arsine_4,HNO3_4,5377.0,0.32235517257752944,❌
HCN_1,HF_6,6287.0,0.32235517257752944,❌
SO2_1,HCN_7,5377.0,0.3223554606810838,❌
Diborane_1,HF_7,5377.0,0.3223554606810838,❌
HCN_5,HNO3_5,6287.0,0.3223558928357654,❌
F2_6,HNO3_1,6287.0,0.32235632498966715,❌
Cl2_2,NO2_1,6287.0,0.32235690119365645,❌
Control_2_2min,H2S_4,6286.5,0.32288591808954226,❌
Arsine_1,Phosgene_4,6286.5,0.32288707048315957,❌
MH-5,Hydrazine_5,6286.5,0.3228893752537396,❌
Arsine_3,HF_2,5378.0,0.32341983004133246,❌
Arsine_6,Ammonia_5,5378.0,0.32342112644577137,❌
NO2_5,SO2_4,5378.0,0.32342256688689885,❌
TA_5,HCN_6,5378.0,0.3234228549740825,❌
Phosgene_3,MH-2,6285.5,0.3239557558683105,❌
HCHO_5,HF_1,6285.5,0.3239564760666832,❌
Ammonia_1,Ammonia_4,5378.5,0.3239564760666832,❌
HCHO_4,NO2_2,5379.0,0.32448995048172313,❌
DM_4,MA_4,5379.0,0.32449009451717836,❌
Phosphine_7,NO2_7,5379.0,0.324490670658129,❌
DM_4,TA_6,5379.0,0.3244908146931492,❌
NO2_3,HF_4,6285.0,0.3244908146931492,❌
Diborane_5,MA_2,6285.0,0.3244908146931492,❌
Control_2_2min,HCN_3,6284.5,0.3250214058484082,❌
Phosgene_2,TA_5,5379.5,0.3250248626096267,❌
TA_4,MH-4,6284.5,0.32502515067079707,❌
HCHO_3,Cl2_3,5379.5,0.3250254387316188,❌
Ammonia_1,MH-1,5380.0,0.32556049221832506,❌
Ammonia_3,HF_3,5380.0,0.32556063624369314,❌
HF_5,Hydrazine_1,6284.0,0.32556092429416805,❌
Ammonia_4,HCN_7,5380.0,0.32556106831927467,❌
H2S_7,HCl_4,5380.0,0.3255615003940713,❌
Diborane_6,SO2_3,6283.5,0.3260962631908322,❌
Phosgene_4,Ammonia_4,6283.5,0.3260966952506369,❌
HCHO_7,TA_4,6283.5,0.32609698329007053,❌
TA_1,NO2_1,5380.5,0.32609698329007053,❌
Phosgene_1,DM_5,6283.5,0.32609712730965623,❌
H2S_2,F2_1,5381.5,0.3271699574457827,❌
Phosgene_4,HF_6,6282.5,0.32717010145380887,❌
HCN_1,HF_1,6282.5,0.32717053347736236,❌
Diborane_1,Hydrazine_2,6282.5,0.32717082149262744,❌
HCHO_1,DM_5,6282.5,0.3271711095075426,❌
HCHO_7,HF_6,6282.0,0.327708600651168,❌
NO2_1,HNO3_5,6282.0,0.3277087446521052,❌
Ammonia_6,NO2_3,5382.0,0.32770903265371654,❌
Cl2_4,F2_3,6282.0,0.3277091766543909,❌
HCHO_7,MH-2,6281.0,0.328785734965244,❌
HCl_1,F2_1,5383.0,0.3287861669255312,❌
NO2_2,SO2_7,5383.0,0.3287863109121181,❌
HCN_2,HF_1,6280.5,0.3293252340588042,❌
Phosphine_5,F2_3,6280.0,0.32986444257357994,❌
DM_1,HNO3_7,5384.0,0.32986530640309786,❌
HCl_3,MH-5,6280.0,0.3298657383166703,❌
Arsine_4,NO2_6,6279.5,0.3304052321502692,❌
Ammonia_2,MH-3,5384.5,0.3304052321502692,❌
HCN_3,HF_1,6279.5,0.3304059519664303,❌
DM_5,HNO3_6,6279.5,0.3304065278177757,❌
H2S_5,HCN_2,5385.0,0.33094630698801875,❌
HCl_6,Hydrazine_6,6279.0,0.33094760257837286,❌
H2S_5,HCl_7,6279.0,0.33094789048637197,❌
MH-2,Hydrazine_4,6278.5,0.33148881867108226,❌
NO2_7,HF_6,6278.5,0.3314893944520918,❌
MA_6,NO2_3,5385.5,0.3314895383971238,❌
Control_2_2min,F2_4,5386.0,0.33202945645763726,❌
MA_3,Hydrazine_1,6278.0,0.33203046401535286,❌
Ammonia_6,HNO3_7,6278.0,0.33203060795181616,❌
MA_3,MH-2,6278.0,0.33203075188819164,❌
Ammonia_2,HCl_5,5386.0,0.33203204731159963,❌
F2_4,HNO3_4,6278.0,0.33203204731159963,❌
H2S_3,HCN_4,5386.5,0.33257354609504197,❌
Arsine_4,HCl_6,6277.5,0.3325741218011614,❌
Phosphine_3,F2_4,6277.5,0.3325744096536912,❌
DM_4,HF_3,5386.5,0.3325745535798237,❌
HCl_1,F2_5,5386.5,0.3325745535798237,❌
MA_2,NO2_6,5386.5,0.33257469750586766,❌
HCHO_7,Phosgene_6,6277.0,0.3331177768617717,❌
HCl_3,Cl2_1,5387.0,0.3331180646939945,❌
DM_1,HCl_1,5387.0,0.33311820860997354,❌
F2_1,HNO3_3,6277.0,0.33311835252586397,❌
MA_2,Ammonia_6,5387.5,0.33366186099564077,❌
HCl_7,HCN_7,5387.5,0.3336620049013794,❌
Phosphine_2,MA_6,6276.5,0.3336621488070296,❌
F2_5,HNO3_4,6276.5,0.3336622927125913,❌
Ammonia_7,HF_2,5387.5,0.3336624366180644,❌
HCHO_6,Arsine_1,5388.0,0.33420335237587107,❌
H2S_2,SO2_4,5388.0,0.3342056547159269,❌
NO2_4,HNO3_1,6276.0,0.3342063741925446,❌
MH-6,HF_1,5388.0,0.334206661982572,❌
MA_5,MA_7,6276.0,0.33420680587745266,❌
Cl2_2,SO2_3,6276.0,0.33420694977224497,❌
Cl2_4,F2_2,6276.0,0.33420694977224497,❌
Control_2_2min,HCl_6,6275.5,0.3347504531361637,❌
HF_4,Hydrazine_6,6275.5,0.334750597020809,❌
Diborane_1,MH-3,5388.5,0.334750597020809,❌
Ammonia_6,SO2_4,5388.5,0.33475217974605553,❌
HCHO_7,Diborane_5,6275.0,0.3352978387175456,❌
Phosgene_5,Ammonia_7,6275.0,0.33529798258974064,❌
DM_6,NO2_3,5389.0,0.33529798258974064,❌
TA_6,HNO3_3,5389.0,0.335298126461847,❌
Control_1_2min,MA_3,6274.5,0.3358437828156122,❌
Phosgene_3,NO2_3,5390.0,0.33639073130930286,❌
Ammonia_4,HF_3,5390.0,0.33639116285439075,❌
HNO3_7,Hydrazine_2,6273.5,0.3369388278761285,❌
Diborane_7,Cl2_3,6273.5,0.3369389717116885,❌
HCl_1,Hydrazine_3,6273.0,0.3374864902598159,❌
Diborane_6,HF_5,6273.0,0.3374866340827528,❌
NO2_6,HCN_5,5391.0,0.3374867779056008,❌
H2S_5,MH-3,6272.5,0.33803486915948444,❌
DM_2,HF_3,5391.5,0.33803530058882936,❌
DM_4,MA_3,5391.5,0.3380355882079469,❌
Phosgene_4,HNO3_3,5392.0,0.3385841082816913,❌
MH-4,Hydrazine_2,6272.0,0.33858482726215655,❌
H2S_3,TA_7,6271.5,0.339134495054882,❌
Control_2_2min,HCN_2,6271.0,0.339680422267327,❌
Phosgene_6,TA_7,6271.0,0.33968430403730054,❌
F2_1,NO2_7,6271.0,0.3396851666440016,❌
Arsine_6,HCl_6,5393.5,0.34023454179012114,❌
HCHO_6,Phosgene_6,6270.5,0.3402352605581682,❌
Phosphine_2,Ammonia_6,6270.5,0.3402352605581682,❌
MA_6,SO2_4,5393.5,0.34023612307687257,❌
Ammonia_1,MH-4,5394.0,0.3407866456919528,❌
DM_1,HF_4,5394.0,0.34078693316868014,❌
DM_2,MA_3,5394.0,0.34078750812106073,❌
Arsine_1,HNO3_3,5394.5,0.34133774080732004,❌
Cl2_7,SO2_3,6269.5,0.34133946548529304,❌
Control_6_2min,HCN_1,6269.0,0.34188969578623607,❌
TA_1,Ammonia_5,6269.0,0.3418918514023832,❌
DM_5,SO2_1,5395.0,0.3418918514023832,❌
Diborane_4,F2_5,5395.0,0.3418919951094087,❌
HF_5,HNO3_2,6269.0,0.3418922825231907,❌
TA_6,Ammonia_5,6269.0,0.3418924262299471,❌
MA_6,TA_2,5395.5,0.3424450969318269,❌
MH-3,HF_5,5395.5,0.3424450969318269,❌
F2_2,HNO3_3,6268.5,0.34244538431360283,❌
Phosgene_7,DM_5,6268.5,0.3424455280043561,❌
HCl_4,SO2_1,6268.0,0.342998914564119,❌
Ammonia_3,Hydrazine_2,6267.5,0.34355359154902365,❌
MH-1,Hydrazine_2,6267.5,0.34355373520651855,❌
HCHO_3,Cl2_4,5396.5,0.34355373520651855,❌
Arsine_6,HF_6,5397.0,0.3441030947555733,❌
Phosphine_5,F2_1,6267.0,0.34410711674652916,❌
H2S_2,HF_4,6267.0,0.34410740402889706,❌
DM_7,Hydrazine_1,6267.0,0.34410740402889706,❌
Control_1_2min,NO2_2,6267.0,0.3441082658738408,❌
HCN_4,HF_1,6267.0,0.34410840951434973,❌
Phosphine_7,DM_7,5397.0,0.3441085531547686,❌
Diborane_6,HCl_5,6267.0,0.3441086967950975,❌
TA_6,NO2_1,5397.0,0.3441088404353364,❌
DM_2,MH-7,6266.5,0.34466423028468784,❌
F2_3,HNO3_3,6266.5,0.34466437390740223,❌
HCl_5,Cl2_5,5397.5,0.34466437390740223,❌
Phosphine_6,H2S_3,5398.0,0.34521961758000796,❌
Arsine_7,F2_1,6266.0,0.3452199047904818,❌
MA_4,SO2_2,5398.0,0.3452200483955834,❌
H2S_5,HCl_4,5398.0,0.34522062281508814,❌
HNO3_1,HNO3_5,6265.5,0.34577399734716774,❌
Control_3_2min,HNO3_3,5398.5,0.3457752896402747,❌
Control_5_2min,NO2_6,6265.5,0.3457764383391224,❌
NO2_6,HNO3_2,6265.0,0.3463338307501458,❌
HCl_3,Hydrazine_1,6265.0,0.3463339743184042,❌
HCl_6,MH-6,6265.0,0.34633426145465007,❌
Cl2_2,HCN_5,6265.0,0.34633426145465007,❌
TA_4,NO2_2,5399.0,0.34633426145465007,❌
MA_5,Cl2_1,5399.0,0.34633440502263735,❌
Phosgene_2,Ammonia_7,6264.5,0.34689165118864196,❌
DM_7,HCN_6,5399.5,0.34689165118864196,❌
Arsine_7,Cl2_4,5399.5,0.3468919382871466,❌
DM_2,Hydrazine_5,6264.5,0.34689222538528985,❌
HCl_5,F2_4,5399.5,0.34689222538528985,❌
Diborane_5,DM_3,6264.5,0.34689222538528985,❌
HCl_7,Hydrazine_5,6264.5,0.34689222538528985,❌
Arsine_4,Control_6_2min,6264.0,0.34744817726813737,❌
Arsine_1,DM_6,6264.0,0.34744918198430774,❌
Diborane_3,Cl2_6,6264.0,0.3474501866960451,❌
Phosgene_3,H2S_3,6263.0,0.348568110957271,❌
Phosphine_6,Ammonia_6,5401.0,0.3485683979382329,❌
F2_3,HCN_4,6263.0,0.34856868491883275,❌
HCl_5,F2_5,5401.0,0.34856911538905233,❌
HCHO_2,HNO3_1,6206.0,0.3485822405154746,❌
Ammonia_5,MH-7,6262.5,0.34912879102536,❌
Diborane_2,H2S_2,6262.0,0.3496886076582515,❌
Arsine_4,F2_5,5402.0,0.3496887511077944,❌
Ammonia_6,HNO3_4,5402.0,0.34968946835414716,❌
HCl_1,Hydrazine_4,6262.0,0.3496898987008694,❌
Diborane_7,Cl2_4,6262.0,0.3496900421495954,❌
Diborane_2,HCN_2,6261.5,0.3502479916756688,❌
Arsine_3,DM_3,6261.5,0.35024942596757547,❌
Ammonia_3,Ammonia_6,5402.5,0.3502495693962665,❌
F2_1,HCN_3,6261.5,0.35024971282486683,❌
DM_6,SO2_6,5402.5,0.3502510036781812,❌
Control_5_2min,HCl_5,6261.0,0.3508125363463861,❌
TA_2,TA_5,6261.0,0.3508125363463861,❌
Phosphine_7,HF_2,5403.0,0.3508126797527733,❌
DM_2,TA_1,5403.0,0.3508126797527733,❌
TA_3,Ammonia_7,6261.0,0.3508128231590696,❌
Cl2_7,NO2_1,6261.0,0.35081310997138926,❌
Phosgene_1,HCN_7,5403.5,0.35137435330111777,❌
